# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=100
# for k=1.05469e-05 to 226.999 h/Mpc,
# number of wavenumbers equal to 388
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_cdm                 13:t_fld                 14:t_ur                  15:t_tot              
       1.054685259621e-05      -1.550859072522e+00      -1.163144304433e+00      -1.163144304434e+00      -1.163069304165e-01      -1.550859072514e+00      -1.174308164818e+00       6.122887988417e-01       5.968109340025e-01       1.533248430915e-08       1.533261132413e-08       1.533261153178e-08       1.533261170336e-08       1.533247414968e-08       1.533260650039e-08 
       1.104391044557e-05      -1.550860726688e+00      -1.163145545067e+00      -1.163145545068e+00      -1.163069539645e-01      -1.550860726678e+00      -1.174309417354e+00       6.122887294332e-01       5.968108759948e-01       1.681171584843e-08       1.681187281192e-08       1.681187305566e-08       1.681187324379e-08       1.681170363566e-08       1.681186684570e-08 
       1.156439390968e-05      -1.550862455872e+00      -1.163146841967e+00      -1.163146841968e+00      -1.163069768415e-01      -1.550862455860e+00      -1.174310726702e+00       6.122886744711e-01       5.968108338200e-01       1.843365708396e-08       1.843385065113e-08       1.843385092064e-08       1.843385112691e-08       1.843364241824e-08       1.843384327451e-08 
       1.210940700373e-05      -1.550864638221e+00      -1.163148478744e+00      -1.163148478745e+00      -1.163070199043e-01      -1.550864638207e+00      -1.174312379180e+00       6.122885426217e-01       5.968107154317e-01       2.021207591467e-08       2.021231377327e-08       2.021231406478e-08       2.021231429095e-08       2.021205830753e-08       2.021230468300e-08 
       1.268010577357e-05      -1.550869285645e+00      -1.163151964330e+00      -1.163151964331e+00      -1.163069893839e-01      -1.550869285628e+00      -1.174315898182e+00       6.122878344187e-01       5.968100244916e-01       2.216205395187e-08       2.216235475911e-08       2.216235518302e-08       2.216235543106e-08       2.216203259822e-08       2.216234332266e-08 
       1.327770074781e-05      -1.550871471445e+00      -1.163153603701e+00      -1.163153603702e+00      -1.163070326334e-01      -1.550871471424e+00      -1.174317553286e+00       6.122877853900e-01       5.968099909130e-01       2.430017400033e-08       2.430053781091e-08       2.430053830582e-08       2.430053857778e-08       2.430014835420e-08       2.430052396744e-08 
       1.390345950551e-05      -1.550873855688e+00      -1.163155391908e+00      -1.163155391910e+00      -1.163070800318e-01      -1.550873855664e+00      -1.174319358655e+00       6.122877347399e-01       5.968099571709e-01       2.664456910664e-08       2.664500876331e-08       2.664500934316e-08       2.664500964134e-08       2.664453830208e-08       2.664499202186e-08 
       1.455870936489e-05      -1.550876469956e+00      -1.163157352639e+00      -1.163157352640e+00      -1.163071320031e-01      -1.550876469926e+00      -1.174321338202e+00       6.122876792032e-01       5.968099201735e-01       2.921513875970e-08       2.921566982143e-08       2.921567050194e-08       2.921567082888e-08       2.921510175614e-08       2.921564958640e-08 
       1.524484019875e-05      -1.550879805657e+00      -1.163159854452e+00      -1.163159854454e+00      -1.163071779558e-01      -1.550879805622e+00      -1.174323864022e+00       6.122875010029e-01       5.968097637109e-01       3.203369502565e-08       3.203434101969e-08       3.203434182726e-08       3.203434218572e-08       3.203365056418e-08       3.203431639758e-08 
       1.596330738259e-05      -1.550883188216e+00      -1.163162391416e+00      -1.163162391419e+00      -1.163072420027e-01      -1.550883188174e+00      -1.174326425339e+00       6.122873743499e-01       5.968096613549e-01       3.512416576704e-08       3.512495143730e-08       3.512495237398e-08       3.512495276700e-08       3.512411240595e-08       3.512492146567e-08 
