# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=100
# for k=1.045e-05 to 189.472 h/Mpc,
# number of wavenumbers equal to 637
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_tot                  7:t_g                    8:t_b                    9:t_cdm                 10:t_ur                  11:t_tot              
       8.370664385430e-03      -1.790061863057e+00      -7.488033473690e+00      -7.648897083648e+00      -1.889107726537e+00      -7.457064956094e+00      -5.388368748743e-04       8.374901996938e-03       8.421624014522e-03      -1.537076146378e-04       8.079663430665e-03 
       8.497918833217e-03      -1.771056772443e+00      -7.656480116296e+00      -7.826990417847e+00      -1.881568093186e+00      -7.628164351477e+00      -4.156601191588e-04       8.600374229446e-03       8.649802953135e-03      -6.715589955179e-05       8.302873650975e-03 
       8.625236592919e-03      -1.755007956639e+00      -7.826346933926e+00      -8.006919149178e+00      -1.876205092070e+00      -7.801059870629e+00      -2.881214871823e-04       8.827927348458e-03       8.880172805190e-03       1.824216243355e-05       8.528255200562e-03 
       8.752615616576e-03      -1.741951383130e+00      -7.997609909403e+00      -8.188662639893e+00      -1.872927254527e+00      -7.975730497613e+00      -1.574063646581e-04       9.057535801817e-03       9.112708523385e-03       1.014341220685e-04       8.755740867656e-03 
       8.880053985201e-03      -1.731890569516e+00      -8.170233776279e+00      -8.372192756780e+00      -1.871616297190e+00      -8.152146504333e+00      -2.474850607351e-05       9.289156964845e-03       9.347368529817e-03       1.813925015570e-04       8.985246758866e-03 
       9.007549900508e-03      -1.724790400292e+00      -8.344131505470e+00      -8.557478964557e+00      -1.872130520001e+00      -8.330267479552e+00       1.085761440585e-04       9.522720675856e-03       9.584101663900e-03       2.571209249739e-04       9.216676625784e-03 
       9.135101677287e-03      -1.720613485185e+00      -8.519335203853e+00      -8.744503120860e+00      -1.874318930081e+00      -8.510080937516e+00       2.412576385234e-04       9.758232473537e-03       9.822894272552e-03       3.276673816253e-04       9.449975909413e-03 
       9.262707736385e-03      -1.719274473449e+00      -8.695774914572e+00      -8.933243102284e+00      -1.878007739183e+00      -8.691554703901e+00       3.719731936192e-04       9.995644064768e-03       1.006371385209e-02       3.921376791031e-04       9.685067322660e-03 
       9.390366598231e-03      -1.720672742852e+00      -8.873438043142e+00      -9.123677367642e+00      -1.883011243682e+00      -8.874665300406e+00       4.993951056655e-04       1.023493455651e-02       1.030653502472e-02       4.497112894380e-04       9.921884485943e-03 
       9.518076876860e-03      -1.724671688265e+00      -9.052255000643e+00      -9.315780272746e+00      -1.889128431559e+00      -9.059376523844e+00       6.222206210601e-04       1.047605034597e-02       1.055131866160e-02       4.996513816056e-04       1.016034683424e-02 
       9.645837274391e-03      -1.731125992359e+00      -9.232235986652e+00      -9.509531231455e+00      -1.896153797745e+00      -9.245668110088e+00       7.391553756484e-04       1.071898258474e-02       1.079804387741e-02       5.413129985716e-04       1.040039691542e-02 
       9.773646575931e-03      -1.739852441302e+00      -9.413293800286e+00      -9.704902168642e+00      -1.903869614177e+00      -9.433498223281e+00       8.489696455214e-04       1.096366730969e-02       1.104666577650e-02       5.741548975991e-04       1.064195261991e-02 
       9.901503644852e-03      -1.750665642575e+00      -9.595449663419e+00      -9.901878106087e+00      -1.912061783899e+00      -9.622852075269e+00       9.504586475867e-04       1.121010849137e-02       1.129717505132e-02       5.977429910284e-04       1.088497311400e-02 
       1.002940741843e-02      -1.763351192357e+00      -9.778655787290e+00      -1.010043395636e+01      -1.920510034898e+00      -9.813695643258e+00       1.042504971864e-03       1.145826466911e-02       1.154953659310e-02       6.117634506919e-04       1.112939366017e-02 
       1.015735690378e-02      -1.777681941662e+00      -9.962880682611e+00      -1.030054974378e+01      -1.928997573494e+00      -1.000600137372e+01       1.124068561703e-03       1.170810873961e-02       1.180372636040e-02       6.160224981211e-04       1.137516426489e-02 
       1.028535117414e-02      -1.793413995059e+00      -1.014806069749e+01      -1.050220007163e+01      -1.937309745900e+00      -1.019973217042e+01       1.194216668192e-03       1.195959180372e-02       1.205970742660e-02       6.104532164910e-04       1.162222560165e-02 
       1.041338936539e-02      -1.810300611319e+00      -1.033419383553e+01      -1.070536657544e+01      -1.945242238341e+00      -1.039486604713e+01       1.252093085898e-03       1.221270285101e-02       1.231746181336e-02       5.951131251998e-04       1.187054304814e-02 
       1.054147067279e-02      -1.828082172922e+00      -1.052124074946e+01      -1.091002446626e+01      -1.952597420238e+00      -1.059136999104e+01       1.296971109972e-03       1.246740496979e-02       1.257695643474e-02       5.701882491787e-04       1.212007075582e-02 
       1.066959434803e-02      -1.846496158154e+00      -1.070918117536e+01      -1.111615929445e+01      -1.959192225449e+00      -1.078922246665e+01       1.328251178630e-03       1.272368371459e-02       1.283817805706e-02       5.359931231604e-04       1.237078722180e-02 
       1.079775969644e-02      -1.865272383824e+00      -1.089794432152e+01      -1.132374025774e+01      -1.964852457239e+00      -1.098838089631e+01       1.345476237497e-03       1.298147926406e-02       1.310107991824e-02       4.929616333461e-04       1.262264199055e-02 
       1.092596607441e-02      -1.884146297252e+00      -1.108753592817e+01      -1.153275200051e+01      -1.969423441330e+00      -1.118882720778e+01       1.348288734151e-03       1.324079101147e-02       1.336565031473e-02       4.416426590488e-04       1.287562595344e-02 
       1.105421288699e-02      -1.902853680006e+00      -1.127791622036e+01      -1.174317251399e+01      -1.972767326191e+00      -1.139053123236e+01       1.336515372462e-03       1.350158257843e-02       1.363186054788e-02       3.827024500478e-04       1.312971683053e-02 
       1.118249958563e-02      -1.921134218558e+00      -1.146904395488e+01      -1.195498082976e+01      -1.974763383738e+00      -1.159346370311e+01       1.310116051810e-03       1.376382215652e-02       1.389968405232e-02       3.169063462518e-04       1.338489929477e-02 
       1.131082566619e-02      -1.938736347329e+00      -1.166088015201e+01      -1.216815632865e+01      -1.975311729404e+00      -1.179759637449e+01       1.269205801098e-03       1.402747976251e-02       1.416909484188e-02       2.451155005482e-04       1.364116374228e-02 
       1.143919066690e-02      -1.955418974037e+00      -1.185339485574e+01      -1.238267708852e+01      -1.974333741318e+00      -1.200290171597e+01       1.214049563792e-03       1.429252548604e-02       1.444006568286e-02       1.682731820318e-04       1.389850421564e-02 
       1.156759416669e-02      -1.970952517708e+00      -1.204661128483e+01      -1.259852870091e+01      -1.971773033418e+00      -1.220936681285e+01       1.145031866372e-03       1.455896400304e-02       1.471258729241e-02       8.739109725432e-05       1.415693825603e-02 
       1.169603578339e-02      -1.985120070074e+00      -1.224041971130e+01      -1.281567983620e+01      -1.967590781677e+00      -1.241694530699e+01       1.062742687851e-03       1.482671920429e-02       1.498660830082e-02       3.542710151662e-06       1.441644274285e-02 
       1.182451517231e-02      -1.997723945077e+00      -1.243481257444e+01      -1.303411502550e+01      -1.961774737974e+00      -1.262561985189e+01       9.678760295006e-04       1.509577995449e-02       1.526211417090e-02      -8.215598205500e-05       1.467703717622e-02 
       1.195303202469e-02      -2.008582543137e+00      -1.262977331931e+01      -1.325381504751e+01      -1.954333015780e+00      -1.283536918314e+01       8.612663485163e-04       1.536612770713e-02       1.553908316448e-02      -1.685594595298e-04       1.493873771694e-02 
       1.208158606644e-02      -2.017532532082e+00      -1.282528591744e+01      -1.347476092958e+01      -1.945294242468e+00      -1.304617287239e+01       7.438741838484e-04       1.563774156836e-02       1.581749355206e-02      -2.545044023770e-04       1.520156329672e-02 
       1.221017705681e-02      -2.024436816723e+00      -1.302129095080e+01      -1.369692970342e+01      -1.934709064187e+00      -1.325800139833e+01       6.168096452146e-04       1.591057767497e-02       1.609731287940e-02      -3.388335194536e-04       1.546552397925e-02 
       1.233880478731e-02      -2.029177407522e+00      -1.321775620320e+01      -1.392030016501e+01      -1.922647209210e+00      -1.347083132526e+01       4.812683086615e-04       1.618460708512e-02       1.637851374093e-02      -4.204047619098e-04       1.573063783929e-02 
       1.246746908058e-02      -2.031655630001e+00      -1.341464826844e+01      -1.414485127777e+01      -1.909195113139e+00      -1.368463970203e+01       3.385486986174e-04       1.645979934228e-02       1.666106880606e-02      -4.980989681886e-04       1.599692474689e-02 
       1.259616978942e-02      -2.031800247947e+00      -1.361196176602e+01      -1.437056858216e+01      -1.894458833032e+00      -1.389941388615e+01       1.900453896448e-04       1.673614466906e-02       1.694496452832e-02      -5.708436193857e-04       1.626442029248e-02 
       1.272490679583e-02      -2.029572230085e+00      -1.380965695160e+01      -1.459743017707e+01      -1.878562096737e+00      -1.411513071977e+01       3.721845754923e-05       1.701360847609e-02       1.723017112952e-02      -6.376530616992e-04       1.653314329746e-02 
       1.285368001018e-02      -2.024943609686e+00      -1.400769780320e+01      -1.482541659688e+01      -1.861636645062e+00      -1.433176988661e+01      -1.184072046844e-04       1.729216157291e-02       1.751666324444e-02      -6.975773561430e-04       1.680311787707e-02 
       1.298248937038e-02      -2.017914947521e+00      -1.420604558269e+01      -1.505450337738e+01      -1.843828769739e+00      -1.454930721610e+01      -2.752682235167e-04       1.757176496808e-02       1.780440626240e-02      -7.497750761814e-04       1.707435834729e-02 
       1.311133484117e-02      -2.008517572547e+00      -1.440468608745e+01      -1.528467566842e+01      -1.825296302421e+00      -1.476773077667e+01      -4.317754129078e-04       1.785240497322e-02       1.809338426204e-02      -7.935075402873e-04       1.734689696853e-02 
       1.324021641342e-02      -1.996797389654e+00      -1.460356149635e+01      -1.551590987561e+01      -1.806201247254e+00      -1.498701520213e+01      -5.863130696669e-04       1.813403652513e-02       1.838356221199e-02      -8.281219132003e-04       1.762074505355e-02 
       1.336913410352e-02      -1.982833866409e+00      -1.480270362460e+01      -1.574819689472e+01      -1.786716265464e+00      -1.520716118674e+01      -7.372968883248e-04       1.841667000404e-02       1.867493743226e-02      -8.531190538957e-04       1.789594537390e-02 
       1.349808795276e-02      -1.966715969814e+00      -1.500200453766e+01      -1.598150241185e+01      -1.767010303025e+00      -1.542812785013e+01      -8.831425329242e-04       1.870022635995e-02       1.896745154840e-02      -8.680929668388e-04       1.817248065714e-02 
       1.362707802683e-02      -1.948564557999e+00      -1.520150097331e+01      -1.621582229545e+01      -1.747260146173e+00      -1.564992146205e+01      -1.022307246964e-03       1.898472413673e-02       1.926111063773e-02      -8.727802877174e-04       1.845039740667e-02 
       1.375610441532e-02      -1.928515801757e+00      -1.540111517295e+01      -1.645112460940e+01      -1.727635233077e+00      -1.587250843780e+01      -1.153342186980e-03       1.927009823441e-02       1.955586276622e-02      -8.670816663833e-04       1.872967784338e-02 
       1.388516723129e-02      -1.906719418740e+00      -1.560085957925e+01      -1.668740003148e+01      -1.708307132025e+00      -1.609588756573e+01      -1.274782195377e-03       1.955635194354e-02       1.985170237425e-02      -8.509710458497e-04       1.901035130014e-02 
       1.401426661081e-02      -1.883350377598e+00      -1.580068388231e+01      -1.692462645985e+01      -1.689437143450e+00      -1.632003802355e+01      -1.385356117073e-03       1.984344347221e-02       2.014859613494e-02      -8.246319213549e-04       1.929241019776e-02 
       1.414340271265e-02      -1.858587401520e+00      -1.600054511767e+01      -1.716278033861e+01      -1.671181700213e+00      -1.654493890554e+01      -1.483787913594e-03       2.013133162859e-02       2.044650913702e-02      -7.883311095095e-04       1.957584457127e-02 
       1.427257571792e-02      -1.832635222835e+00      -1.620044817723e+01      -1.740185259891e+01      -1.653686012703e+00      -1.677058870004e+01      -1.569039827205e-03       2.042001675359e-02       2.074543462858e-02      -7.425208345568e-04       1.986066528810e-02 
       1.440178582977e-02      -1.805695943309e+00      -1.640033874102e+01      -1.764181736857e+01      -1.637085184638e+00      -1.699696304056e+01      -1.640084211233e-03       2.070944993239e-02       2.104533248663e-02      -6.877378572322e-04       2.014684720819e-02 
       1.453103327311e-02      -1.777987425597e+00      -1.660020165004e+01      -1.788266015086e+01      -1.621499359424e+00      -1.722405287514e+01      -1.696124343887e-03       2.099961447027e-02       2.134618457741e-02      -6.246725917149e-04       2.043438028032e-02 
       1.466031829438e-02      -1.749732151057e+00      -1.680002949896e+01      -1.812436301444e+01      -1.607038329848e+00      -1.745184745395e+01      -1.736430292829e-03       2.129050554932e-02       2.164796800304e-02      -5.541018025998e-04       2.072324950090e-02 
       1.478964116138e-02      -1.721144913491e+00      -1.699969310435e+01      -1.836691053168e+01      -1.593790611379e+00      -1.768031940395e+01      -1.760479970785e-03       2.158198724564e-02       2.195065124349e-02      -4.769331502142e-04       2.101340663233e-02 
       1.491900216301e-02      -1.692471002552e+00      -1.719935371401e+01      -1.861028047941e+01      -1.581834107320e+00      -1.790947980451e+01      -1.767953065651e-03       2.187422930785e-02       2.225422170997e-02      -3.941530598814e-04       2.130485855539e-02 
       1.504840160920e-02      -1.663921340831e+00      -1.739883863202e+01      -1.885445970824e+01      -1.571224352672e+00      -1.813929616067e+01      -1.758603475846e-03       2.216705540201e-02       2.255864665120e-02      -3.068325072356e-04       2.159754126769e-02 
       1.517783983073e-02      -1.635721673627e+00      -1.759815522923e+01      -1.909942740926e+01      -1.562001895767e+00      -1.836975682007e+01      -1.732407192128e-03       2.246047513963e-02       2.286389948665e-02      -2.161059902644e-04       2.189141747231e-02 
       1.530731717916e-02      -1.608089724789e+00      -1.779728638595e+01      -1.934516935833e+01      -1.554187756035e+00      -1.860085148959e+01      -1.689531662590e-03       2.275446989452e-02       2.316996191772e-02      -1.231649921746e-04       2.218644721045e-02 
       1.543683402673e-02      -1.581232882842e+00      -1.799620523428e+01      -1.959166729967e+01      -1.547783723429e+00      -1.883256469915e+01      -1.630311749966e-03       2.304901296889e-02       2.347680780706e-02      -2.923148696999e-05       2.248257870799e-02 
       1.556639076630e-02      -1.555350062321e+00      -1.819487726470e+01      -1.983890123552e+01      -1.542774233574e+00      -1.906487805166e+01      -1.555236967155e-03       2.334407125148e-02       2.378440764472e-02       6.445224554102e-05       2.277975269910e-02 
       1.569598781137e-02      -1.530631357238e+00      -1.839330262699e+01      -2.008686375462e+01      -1.539128362215e+00      -1.929778835897e+01      -1.464974496134e-03       2.363964001557e-02       2.409275474583e-02       1.566389526732e-04       2.307792862769e-02 
       1.582562559600e-02      -1.507248391720e+00      -1.859141844327e+01      -2.033552530595e+01      -1.536793388676e+00      -1.953126421642e+01      -1.360339437468e-03       2.393566419899e-02       2.440180202385e-02       2.460983655823e-04       2.337702253229e-02 
       1.595530457487e-02      -1.485363633331e+00      -1.878922945073e+01      -2.058487883288e+01      -1.535704302341e+00      -1.976530254405e+01      -1.242330664001e-03       2.423214284269e-02       2.471154357013e-02       3.316206979417e-04       2.367698817030e-02 
       1.608502522327e-02      -1.465117327168e+00      -1.898676402692e+01      -2.083491126273e+01      -1.535778400719e+00      -1.999989828804e+01      -1.112114777081e-03       2.452910185546e-02       2.502196687246e-02       4.120649974088e-04       2.397777522628e-02 
       1.621478803722e-02      -1.446632817277e+00      -1.918383245552e+01      -2.108560057313e+01      -1.536918973178e+00      -2.023500582633e+01      -9.708455004154e-04       2.482636226739e-02       2.533302308189e-02       4.863274514341e-04       2.427927421631e-02 
       1.634459353345e-02      -1.430022343132e+00      -1.938054703254e+01      -2.133693074818e+01      -1.539018357221e+00      -2.047062952636e+01      -8.199989833635e-04       2.512403234209e-02       2.564470349150e-02       5.533917461517e-04       2.458144515129e-02 
       1.647444224958e-02      -1.415366026510e+00      -1.957690626289e+01      -2.158889377501e+01      -1.541956809014e+00      -2.070676253922e+01      -6.610653734455e-04       2.542209912296e-02       2.595700088317e-02       6.123410211632e-04       2.488423244564e-02 
       1.660433474414e-02      -1.402732867458e+00      -1.977280854531e+01      -2.184146645561e+01      -1.545603706263e+00      -2.094337019163e+01      -4.956071373113e-04       2.572047622560e-02       2.626987357833e-02       6.623519675833e-04       2.518754139471e-02 
       1.673427159678e-02      -1.392164569646e+00      -1.996826360283e+01      -2.209463777052e+01      -1.549821926799e+00      -2.118044399281e+01      -3.253017216789e-04       2.601916716645e-02       2.658330951213e-02       7.027309739590e-04       2.549131418416e-02 
       1.686425340835e-02      -1.383685993506e+00      -2.016325909027e+01      -2.234839038058e+01      -1.554469011912e+00      -2.141796659846e+01      -1.518792721985e-04       2.631815993438e-02       2.689728648790e-02       7.328951984945e-04       2.579548298864e-02 
       1.699428080111e-02      -1.377301452175e+00      -2.035764945383e+01      -2.260270747086e+01      -1.559396734110e+00      -2.165590066231e+01       2.294385657450e-05       2.661732193000e-02       2.721176753474e-02       7.523995395312e-04       2.609995247750e-02 
       1.712435441886e-02      -1.372983125952e+00      -2.055170836110e+01      -2.285758878379e+01      -1.564460089616e+00      -2.189428490847e+01       1.972708159973e-04       2.691689211516e-02       2.752678598325e-02       7.609593179714e-04       2.640473821530e-02 
       1.725447492718e-02      -1.370698908475e+00      -2.074522773692e+01      -2.311300793425e+01      -1.569507529676e+00      -2.213306408102e+01       3.693629167640e-04       2.721668562593e-02       2.784228385961e-02       7.583999525621e-04       2.670972372258e-02 
       1.738464301363e-02      -1.370386291056e+00      -2.093808402728e+01      -2.336894658736e+01      -1.574391463860e+00      -2.237220176067e+01       5.374756653148e-04       2.751659959171e-02       2.815822505967e-02       7.447442890968e-04       2.701482544644e-02 
       1.751485938798e-02      -1.371965452276e+00      -2.113044109241e+01      -2.362540647299e+01      -1.578970771612e+00      -2.261172096475e+01       6.998039337363e-04       2.781675895775e-02       2.847463396905e-02       7.201042564790e-04       2.732004294525e-02 
       1.764512478243e-02      -1.375340267512e+00      -2.132206807874e+01      -2.388235433153e+01      -1.583106092195e+00      -2.285155642457e+01       8.546976713998e-04       2.811697621348e-02       2.879144050540e-02       6.848047570032e-04       2.762525926643e-02 
       1.777543995193e-02      -1.380393370447e+00      -2.151311367799e+01      -2.413978594563e+01      -1.586669039397e+00      -2.309172350670e+01       1.000459342682e-03       2.841737623891e-02       2.910865857921e-02       6.392648841071e-04       2.793047264122e-02 
       1.790580567440e-02      -1.386983666397e+00      -2.170372189943e+01      -2.439770230175e+01      -1.589542974991e+00      -2.333224088041e+01       1.135640557848e-03       2.871805963205e-02       2.942630972973e-02       5.840907927654e-04       2.823569240575e-02 
       1.803622275109e-02      -1.394980698460e+00      -2.189347427718e+01      -2.465606433416e+01      -1.591611499569e+00      -2.357301000794e+01       1.258701308216e-03       2.901870244464e-02       2.974429486501e-02       5.199750819858e-04       2.854076591171e-02 
       1.816669200684e-02      -1.404217913702e+00      -2.208267091715e+01      -2.491488012376e+01      -1.592781201512e+00      -2.381407867590e+01       1.368407075137e-03       2.931952433504e-02       3.006266276382e-02       4.477621897082e-04       2.884575088175e-02 
       1.829721429042e-02      -1.414524244960e+00      -2.227105841921e+01      -2.517411548272e+01      -1.592964327362e+00      -2.405537679761e+01       1.463516355884e-03       2.962034092943e-02       3.038133957811e-02       3.684088179651e-04       2.915054678999e-02 
       1.842779047491e-02      -1.425723388361e+00      -2.245885427147e+01      -2.543377894150e+01      -1.592092693558e+00      -2.429694024675e+01       1.543044305934e-03       2.992130221783e-02       3.070036606770e-02       2.829612157602e-04       2.945520322755e-02 
       1.855842145803e-02      -1.437629165095e+00      -2.264588212070e+01      -2.569384713705e+01      -1.590109827258e+00      -2.453871951038e+01       1.606102861647e-03       3.022227254945e-02       3.101969244936e-02       1.925675976231e-04       2.975965741771e-02 
       1.868910816253e-02      -1.450046782275e+00      -2.283213026246e+01      -2.595430423393e+01      -1.586975700965e+00      -2.478069604048e+01       1.651984342919e-03       3.052324747304e-02       3.133929850486e-02       9.844019305177e-05       3.006389520279e-02 
       1.881985153660e-02      -1.462785350049e+00      -2.301771476580e+01      -2.621515717582e+01      -1.582667606379e+00      -2.502288945745e+01       1.680185023048e-03       3.082430154922e-02       3.165921148937e-02       1.847695856218e-06       3.036795825187e-02 
       1.895065255427e-02      -1.475647694695e+00      -2.320253811053e+01      -2.647638034913e+01      -1.577177301936e+00      -2.526526062636e+01       1.690360896499e-03       3.112536006333e-02       3.197938710064e-02      -9.589750515694e-05       3.067181210665e-02 
       1.908151221584e-02      -1.488432492834e+00      -2.338644646458e+01      -2.673795395477e+01      -1.570512109473e+00      -2.550776683756e+01       1.682349849504e-03       3.142632004988e-02       3.229978322097e-02      -1.934677710763e-04       3.097542421003e-02 
       1.921243154835e-02      -1.500954195620e+00      -2.356960192847e+01      -2.699987654150e+01      -1.562697229964e+00      -2.575042839142e+01       1.656212106430e-03       3.172728152084e-02       3.262042056356e-02      -2.895244214802e-04       3.127884847436e-02 
       1.934341160602e-02      -1.513026183982e+00      -2.375201917818e+01      -2.726214783171e+01      -1.553773530737e+00      -2.599324456788e+01       1.612187240867e-03       3.202825027089e-02       3.294130323450e-02      -3.827475624437e-04       3.158211502894e-02 
       1.947445347077e-02      -1.524462778434e+00      -2.393358080043e+01      -2.752473853390e+01      -1.543792787389e+00      -2.623617112676e+01       1.550673562543e-03       3.232914278823e-02       3.326238025629e-02      -4.718429123750e-04       3.188519909534e-02 
       1.960555825268e-02      -1.535094026008e+00      -2.411428406089e+01      -2.778764391692e+01      -1.532826993495e+00      -2.647920172672e+01       1.472349733322e-03       3.262995476679e-02       3.358364822107e-02      -5.555880411272e-04       3.218813155056e-02 
       1.973672709056e-02      -1.544756531064e+00      -2.429408205126e+01      -2.805084441090e+01      -1.520955708481e+00      -2.672231140856e+01       1.377993651257e-03       3.293064869351e-02       3.390507719613e-02      -6.328089753258e-04       3.249091823991e-02 
       1.986796115246e-02      -1.553298659556e+00      -2.447298248007e+01      -2.831433112431e+01      -1.508270692006e+00      -2.696549252949e+01       1.268549073318e-03       3.323122597880e-02       3.422665955146e-02      -7.024055057685e-04       3.279359151953e-02 
       1.999926163623e-02      -1.560591294118e+00      -2.465107550115e+01      -2.857811203843e+01      -1.494879477308e+00      -2.720876425487e+01       1.145191018501e-03       3.353174151935e-02       3.454841948198e-02      -7.634106973249e-04       3.309622071115e-02 
       2.013062977012e-02      -1.566504105519e+00      -2.482821432803e+01      -2.884215793321e+01      -1.480891125061e+00      -2.745207960767e+01       1.009194564183e-03       3.383209683769e-02       3.487030247684e-02      -8.149337266498e-04       3.339878938041e-02 
       2.026206681336e-02      -1.570936441411e+00      -2.500449989720e+01      -2.910647363721e+01      -1.466427821732e+00      -2.769545744262e+01       8.619916935499e-04       3.413235184431e-02       3.519232980271e-02      -8.562321227223e-04       3.370136750154e-02 
       2.039357405681e-02      -1.573799687662e+00      -2.517983249337e+01      -2.937103468128e+01      -1.451614704221e+00      -2.793886265522e+01       7.051640960540e-04       3.443243689372e-02       3.551445879149e-02      -8.867154417773e-04       3.400395478342e-02 
       2.052515282356e-02      -1.575022738287e+00      -2.535423916821e+01      -2.963584054881e+01      -1.436581688113e+00      -2.818229920545e+01       5.403703622336e-04       3.473236736588e-02       3.583669510149e-02      -9.059144266044e-04       3.430660272766e-02 
       2.065680446963e-02      -1.574549705732e+00      -2.552769227775e+01      -2.990087624239e+01      -1.421459222252e+00      -2.842575121310e+01       3.693562568665e-04       3.503211809979e-02       3.615901604710e-02      -9.135087469872e-04       3.460933339911e-02 
       2.078853038464e-02      -1.572346170267e+00      -2.570017649028e+01      -3.016613618985e+01      -1.406380360150e+00      -2.866921278168e+01       1.939702846186e-04       3.533167923291e-02       3.648141611857e-02      -9.093428180303e-04       3.491218485285e-02 
       2.092033199250e-02      -1.568398962713e+00      -2.587171193925e+01      -3.043161363160e+01      -1.391476263888e+00      -2.891268270822e+01       1.609235660832e-05       3.563105794480e-02       3.680389049258e-02      -8.934348975871e-04       3.521519623961e-02 
       2.105221075219e-02      -1.562716145395e+00      -2.604228909077e+01      -3.069729172251e+01      -1.376873780213e+00      -2.915614736345e+01      -1.623735300847e-04       3.593023760930e-02       3.712641619547e-02      -8.659848225772e-04       3.551838612509e-02 
       2.118416815845e-02      -1.555311885267e+00      -2.621184206579e+01      -3.096316449017e+01      -1.362695784484e+00      -2.939959363536e+01      -3.394689396078e-04       3.622917808037e-02       3.744898071927e-02      -8.272899654066e-04       3.582177779149e-02 
       2.131620574262e-02      -1.546230549575e+00      -2.638037607441e+01      -3.122922115207e+01      -1.349058542264e+00      -2.964301558068e+01      -5.132715015756e-04       3.652787887923e-02       3.777157154464e-02      -7.778538599158e-04       3.612539639569e-02 
       2.144832507339e-02      -1.535534981070e+00      -2.654797192345e+01      -3.149546510913e+01      -1.336071160097e+00      -2.988643048844e+01      -6.819217487144e-04       3.682638440408e-02       3.809420487523e-02      -7.183355195173e-04       3.642929329383e-02 
       2.158052775766e-02      -1.523296314605e+00      -2.671449330828e+01      -3.176186910049e+01      -1.323830651379e+00      -3.012979785449e+01      -8.435414868803e-04       3.712460391814e-02       3.841682901643e-02      -6.495123628335e-04       3.673344310056e-02 
       2.171281544139e-02      -1.509605741745e+00      -2.688001044766e+01      -3.202843864750e+01      -1.312427459372e+00      -3.037313538072e+01      -9.963565772056e-04       3.742257921614e-02       3.873946158122e-02      -5.722948608422e-04       3.703789209824e-02 
       2.184518981047e-02      -1.494577437857e+00      -2.704451551990e+01      -3.229516671761e+01      -1.301935431030e+00      -3.061643893353e+01      -1.138723820287e-03       3.772030169642e-02       3.906209395947e-02      -4.877558585154e-04       3.734265227448e-02 
       2.197765259164e-02      -1.478328767786e+00      -2.720798239825e+01      -3.256204221550e+01      -1.292417779857e+00      -3.085969822287e+01      -1.269060194731e-03       3.801775185007e-02       3.938470904397e-02      -3.970328366980e-04       3.764772472496e-02 
       2.211020555343e-02      -1.460987615794e+00      -2.737044282097e+01      -3.282906217708e+01      -1.283928290988e+00      -3.110291839604e+01      -1.385864634865e-03       3.831494172277e-02       3.970730818254e-02      -3.013535250622e-04       3.795312699946e-02 
       2.224285050711e-02      -1.442708881731e+00      -2.753177300825e+01      -3.309620378532e+01      -1.276493859066e+00      -3.134606507940e+01      -1.487941689836e-03       3.861179084131e-02       4.002984696743e-02      -2.020732768632e-04       3.825881681351e-02 
       2.237558930770e-02      -1.423636591189e+00      -2.769214852931e+01      -3.336348558421e+01      -1.270144320567e+00      -3.158918268006e+01      -1.574053986285e-03       3.890840773295e-02       4.035237324916e-02      -1.005385496713e-04       3.856485610869e-02 
       2.250842385501e-02      -1.403937588551e+00      -2.785140415768e+01      -3.363087754530e+01      -1.264878121562e+00      -3.183222454524e+01      -1.643306378750e-03       3.920468172388e-02       4.067482701912e-02       1.818499406853e-06       3.887117746997e-02 
       2.264135609466e-02      -1.383775421067e+00      -2.800959685532e+01      -3.389838285651e+01      -1.260690288622e+00      -3.207520457757e+01      -1.694861564434e-03       3.950064691469e-02       4.099722111387e-02       1.035667523437e-04       3.917779297502e-02 
       2.277438801924e-02      -1.363321560786e+00      -2.816672617903e+01      -3.416599405411e+01      -1.257555059089e+00      -3.231811920036e+01      -1.728165302612e-03       3.979629736475e-02       4.131954623391e-02       2.032720023477e-04       3.948468432794e-02 
       2.290752166936e-02      -1.342747230234e+00      -2.832284292981e+01      -3.443371152981e+01      -1.255435493384e+00      -3.256097884914e+01      -1.742819632077e-03       4.009165810314e-02       4.164180857984e-02       2.995194362161e-04       3.979184723099e-02 
       2.304075913487e-02      -1.322227680420e+00      -2.847774901825e+01      -3.470151003929e+01      -1.254280192286e+00      -3.280373541687e+01      -1.738568915357e-03       4.038661118827e-02       4.196395387935e-02       3.909265022018e-04       4.009920423862e-02 
       2.317410255604e-02      -1.301930721820e+00      -2.863168089352e+01      -3.496940687284e+01      -1.254022873110e+00      -3.304644070110e+01      -1.715547787832e-03       4.068129111175e-02       4.228603243549e-02       4.761949925364e-04       4.040679303788e-02 
