# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=100
# for k=1.045e-05 to 189.472 h/Mpc,
# number of wavenumbers equal to 637
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_tot                  7:t_g                    8:t_b                    9:t_cdm                 10:t_ur                  11:t_tot              
       2.330755412480e-02      -1.282024880451e+00      -2.878449512272e+01      -3.523738646394e+01      -1.254586006085e+00      -3.328906232921e+01      -1.673983683020e-03       4.097561183342e-02       4.260800736904e-02       5.541003768059e-04       4.071454666575e-02 
       2.344111608601e-02      -1.262672088155e+00      -2.893625444850e+01      -3.550544609080e+01      -1.255885663761e+00      -3.353160926306e+01      -1.614224544412e-03       4.126960299838e-02       4.292988278284e-02       6.234730787987e-04       4.102244684313e-02 
       2.357479073879e-02      -1.244025673383e+00      -2.908688709592e+01      -3.577357421897e+01      -1.257820910092e+00      -3.377406267189e+01      -1.537019021974e-03       4.156322413243e-02       4.325163745620e-02       6.833325343649e-04       4.133043819245e-02 
       2.370858043787e-02      -1.226233780413e+00      -2.923644504864e+01      -3.604177386980e+01      -1.260289723478e+00      -3.401643416773e+01      -1.443118427926e-03       4.185649585921e-02       4.357327816401e-02       7.327438051870e-04       4.163849784209e-02 
       2.384248759499e-02      -1.209429111408e+00      -2.938494304185e+01      -3.631004430724e+01      -1.263178080201e+00      -3.425872627707e+01      -1.333634783988e-03       4.214943233939e-02       4.389480971809e-02       7.709978826061e-04       4.194659576425e-02 
       2.397651468034e-02      -1.193735781230e+00      -2.953229559348e+01      -3.657836707317e+01      -1.266368513929e+00      -3.450091173341e+01      -1.209762269231e-03       4.244197349826e-02       4.421619620831e-02       7.974908221042e-04       4.225465755821e-02 
       2.411066422407e-02      -1.179262586537e+00      -2.967864549056e+01      -3.684675647057e+01      -1.269741881881e+00      -3.474302418137e+01      -1.072878842802e-03       4.273420632942e-02       4.453747443413e-02       8.118020028552e-04       4.256268855067e-02 
       2.424493881783e-02      -1.166110857181e+00      -2.982384092644e+01      -3.711519604910e+01      -1.273175069968e+00      -3.498502758293e+01      -9.244887164011e-04       4.302603481234e-02       4.485860416840e-02       8.136473805396e-04       4.287060348509e-02 
       2.437934111633e-02      -1.154355004267e+00      -2.996796216987e+01      -3.738368262014e+01      -1.276545584485e+00      -3.522693120478e+01      -7.662890630052e-04       4.331750377897e-02       4.517959222492e-02       8.029884351882e-04       4.317837579681e-02 
       2.451387383901e-02      -1.144063369110e+00      -3.011101338646e+01      -3.765222223570e+01      -1.279733421376e+00      -3.546874039117e+01      -6.000430531581e-04       4.360861713606e-02       4.550044683481e-02       7.799059862108e-04       4.348597435553e-02 
       2.464853977174e-02      -1.135282196208e+00      -3.025296851704e+01      -3.792080248109e+01      -1.282620914794e+00      -3.571044043632e+01      -4.276293112061e-04       4.389935354246e-02       4.582114891104e-02       7.446941980231e-04       4.379334278335e-02 
       2.478334176854e-02      -1.128042782837e+00      -3.039384349780e+01      -3.818942701388e+01      -1.285096500633e+00      -3.595203595578e+01      -2.509930294655e-04       4.418972385234e-02       4.614170554200e-02       6.978096300918e-04       4.410045180724e-02 
       2.491828275342e-02      -1.122361138423e+00      -3.053365259854e+01      -3.845808699831e+01      -1.287053696255e+00      -3.619352085798e+01      -7.212110726250e-05       4.447973004545e-02       4.646210705863e-02       6.398685857739e-04       4.440725875496e-02 
       2.505336572221e-02      -1.118234781452e+00      -3.067233987486e+01      -3.872678124381e+01      -1.288394556209e+00      -3.643488456364e+01       1.069322199624e-04       4.476933973939e-02       4.678234505194e-02       5.716676058857e-04       4.471371815547e-02 
       2.518859374453e-02      -1.115635258001e+00      -3.080998815525e+01      -3.899551708885e+01      -1.289034040010e+00      -3.667614405531e+01       2.841490440811e-04       4.505860405644e-02       4.710243998795e-02       4.941927054530e-04       4.501982420917e-02 
       2.532396996575e-02      -1.114533430368e+00      -3.094657010268e+01      -3.926428783179e+01      -1.288891727187e+00      -3.691728828013e+01       4.574998495558e-04       4.534750365695e-02       4.742237990081e-02       4.084948446579e-04       4.532553500871e-02 
       2.545949760907e-02      -1.114870347017e+00      -3.108210920290e+01      -3.953309504339e+01      -1.287904143016e+00      -3.715832030421e+01       6.250203927440e-04       4.563605167807e-02       4.774216975241e-02       3.158176174553e-04       4.563083171042e-02 
       2.559517997761e-02      -1.116578101883e+00      -3.121657508231e+01      -3.980192998158e+01      -1.286017250672e+00      -3.739922659396e+01       7.847916621152e-04       4.592422678057e-02       4.806179475935e-02       2.174839554270e-04       4.593567653615e-02 
       2.573102045669e-02      -1.119570247497e+00      -3.134994922495e+01      -4.007079435739e+01      -1.283192396804e+00      -3.764000384408e+01       9.349861993314e-04       4.621201957874e-02       4.838125604355e-02       1.149220796817e-04       4.624005011826e-02 
       2.586702251600e-02      -1.123750356312e+00      -3.148232695287e+01      -4.033969693443e+01      -1.279404744107e+00      -3.788067163579e+01       1.073903310524e-03       4.649949048710e-02       4.870057498781e-02       9.627024040234e-06       4.654396384185e-02 
       2.600318971206e-02      -1.129007060911e+00      -3.161364518080e+01      -4.060862695796e+01      -1.274642427531e+00      -3.812120962493e+01       1.199954549554e-03       4.678659533464e-02       4.901973143587e-02      -9.685378973545e-05       4.684738309178e-02 
       2.613952569055e-02      -1.135217736935e+00      -3.174392198582e+01      -4.087758615697e+01      -1.268909874764e+00      -3.836161991044e+01       1.311726327468e-03       4.707334585024e-02       4.933872950987e-02      -2.029442255770e-04       4.715030569354e-02 
       2.627603418892e-02      -1.142253075949e+00      -3.187325101308e+01      -4.114659208242e+01      -1.262224719834e+00      -3.860192897578e+01       1.407945420327e-03       4.735980564958e-02       4.965760430192e-02      -3.070616849300e-04       4.745276563468e-02 
       2.641271903892e-02      -1.149971387469e+00      -3.200144024396e+01      -4.141561204510e+01      -1.254618103153e+00      -3.884207908827e+01       1.487519643142e-03       4.764584730277e-02       4.997628921718e-02      -4.076377388666e-04       4.775468963945e-02 
       2.654958416936e-02      -1.158228562653e+00      -3.212865871955e+01      -4.168466824312e+01      -1.246136630482e+00      -3.908211196376e+01       1.549595380623e-03       4.793157999590e-02       5.029483472320e-02      -5.031451346797e-04       4.805613955709e-02 
       2.668663360886e-02      -1.166872158416e+00      -3.225497066584e+01      -4.195377859859e+01      -1.236841480643e+00      -3.932205008925e+01       1.593555570379e-03       4.821705126393e-02       5.061327161784e-02      -5.921318048577e-04       4.835715621949e-02 
       2.682387148875e-02      -1.175749983791e+00      -3.238016536633e+01      -4.222290699607e+01      -1.226800091485e+00      -3.956183035888e+01       1.618883603945e-03       4.850211969020e-02       5.093152747002e-02      -6.732120769799e-04       4.865766962721e-02 
       2.696130204606e-02      -1.184708224807e+00      -3.250443507871e+01      -4.249208443921e+01      -1.216097309820e+00      -3.980150549080e+01       1.625440299182e-03       4.878691330275e-02       5.124966592913e-02      -7.451282523558e-04       4.895776702855e-02 
       2.709892962664e-02      -1.193594022839e+00      -3.262775529678e+01      -4.276130639531e+01      -1.204824292038e+00      -4.004106655236e+01       1.613222261462e-03       4.907141623803e-02       5.156767862239e-02      -8.067314913108e-04       4.925745705543e-02 
       2.723675868836e-02      -1.202256392537e+00      -3.275007320147e+01      -4.303056541299e+01      -1.193081377869e+00      -4.028049810106e+01       1.582494072474e-03       4.935559501305e-02       5.188554911143e-02      -8.570329506141e-04       4.955674269794e-02 
       2.737479380444e-02      -1.210550771983e+00      -3.287149200396e+01      -4.329988514597e+01      -1.180977026483e+00      -4.051983387799e+01       1.533758204110e-03       4.963952141567e-02       5.220332114323e-02      -8.951966588628e-04       4.985569452285e-02 
       2.751303966691e-02      -1.218336889829e+00      -3.299193859941e+01      -4.356924254500e+01      -1.168623468995e+00      -4.075904291047e+01       1.467726055481e-03       4.992314136599e-02       5.252095492591e-02      -9.205625654006e-04       5.015429840011e-02 
       2.765150109016e-02      -1.225484919807e+00      -3.311148620205e+01      -4.383866466185e+01      -1.156138922499e+00      -4.099815758817e+01       1.385382842634e-03       5.020651262639e-02       5.283849505676e-02      -9.326806822076e-04       5.045262835346e-02 
       2.779018301472e-02      -1.231871910310e+00      -3.323012763674e+01      -4.410814536530e+01      -1.143641669535e+00      -4.123717109915e+01       1.287846372854e-03       5.048962795462e-02       5.315593246819e-02      -9.312518224582e-04       5.075070573276e-02 
       2.792909051104e-02      -1.237390475669e+00      -3.334786640408e+01      -4.437768825958e+01      -1.131251723632e+00      -4.147608651323e+01       1.176558785283e-03       5.077249248505e-02       5.347327197523e-02      -9.162600054683e-04       5.104856790682e-02 
       2.806822878352e-02      -1.241939812114e+00      -3.346471606486e+01      -4.464729831884e+01      -1.119086840118e+00      -4.171490962184e+01       1.053012571324e-03       5.105511767716e-02       5.379052151827e-02      -8.878032095599e-04       5.134625508583e-02 
       2.820760317466e-02      -1.245438108000e+00      -3.358070005283e+01      -4.491698361884e+01      -1.107261958345e+00      -4.195365053636e+01       9.189733260028e-04       5.133752143922e-02       5.410769393165e-02      -8.462592527504e-04       5.164381420832e-02 
       2.834721916939e-02      -1.247818535854e+00      -3.369584180764e+01      -4.518674926692e+01      -1.095886355007e+00      -4.219231712067e+01       7.763308203284e-04       5.161972040598e-02       5.442479837169e-02      -7.922015570067e-04       5.194128878181e-02 
       2.848708239949e-02      -1.249025318418e+00      -3.381015657321e+01      -4.545660275318e+01      -1.085063725240e+00      -4.243091808579e+01       6.270711527755e-04       5.190172822944e-02       5.474184600456e-02      -7.263628846508e-04       5.223872319191e-02 
       2.862719864828e-02      -1.249022144023e+00      -3.392363987080e+01      -4.572654340894e+01      -1.074888640535e+00      -4.266945270569e+01       4.733153764218e-04       5.218354368458e-02       5.505883486778e-02      -6.497030763678e-04       5.253614843680e-02 
       2.876757385545e-02      -1.247792281417e+00      -3.403631853070e+01      -4.599658432028e+01      -1.065445331600e+00      -4.290793646191e+01       3.172720018692e-04       5.246519010750e-02       5.537578462009e-02      -5.633667092437e-04       5.283361584355e-02 
       2.890821412206e-02      -1.245332281434e+00      -3.414822687277e+01      -4.626673396807e+01      -1.056808373734e+00      -4.314638229313e+01       1.611818679649e-04       5.274669091407e-02       5.569270945143e-02      -4.686395312043e-04       5.313117083443e-02 
       2.904912571580e-02      -1.241657472299e+00      -3.425934945219e+01      -4.653699332938e+01      -1.049038934789e+00      -4.338478966276e+01       7.315449576228e-06       5.302804081911e-02       5.600960829078e-02      -3.669630529268e-04       5.342884039430e-02 
       2.919031507636e-02      -1.236800719389e+00      -3.436974718813e+01      -4.680737823653e+01      -1.042185951357e+00      -4.362318185749e+01      -1.420582890632e-04       5.330928191805e-02       5.632650795741e-02      -2.599021638237e-04       5.372667928354e-02 
       2.933178882113e-02      -1.230810572639e+00      -3.447940805540e+01      -4.707789070120e+01      -1.036283412938e+00      -4.386155994951e+01      -2.847014087224e-04       5.359041260523e-02       5.664340941294e-02      -1.491278583564e-04       5.402471238453e-02 
       2.947355375108e-02      -1.223755851103e+00      -3.458835715284e+01      -4.734853958216e+01      -1.031349364559e+00      -4.409993636716e+01      -4.184566850383e-04       5.387144989365e-02       5.696032519424e-02      -3.639405318693e-05       5.432297365644e-02 
       2.961561685685e-02      -1.215716543689e+00      -3.469661809008e+01      -4.761933922456e+01      -1.027389252338e+00      -4.433832786082e+01      -5.412367730901e-04       5.415241832425e-02       5.727727593784e-02       7.650495394611e-05       5.462150256455e-02 
       2.975798532515e-02      -1.206790121321e+00      -3.480422016046e+01      -4.789029810777e+01      -1.024391147650e+00      -4.457674731244e+01      -6.511022644172e-04       5.443333880483e-02       5.759427507304e-02       1.877466276898e-04       5.492032840581e-02 
       2.990066654541e-02      -1.197083279716e+00      -3.491117917034e+01      -4.816142372543e+01      -1.022331030389e+00      -4.481520478304e+01      -7.462157400649e-04       5.471422599353e-02       5.791133299346e-02       2.955074533593e-04       5.521947476945e-02 
       3.004366811665e-02      -1.186721264693e+00      -3.501751766685e+01      -4.843273052701e+01      -1.021165544014e+00      -4.505371714481e+01      -8.249855653801e-04       5.499510087848e-02       5.822846956185e-02       3.980073615941e-04       5.551896903342e-02 
       3.018699785478e-02      -1.175834379026e+00      -3.512324193013e+01      -4.870422167481e+01      -1.020840188014e+00      -4.529228951468e+01      -8.859514755289e-04       5.527597450329e-02       5.854568834777e-02       4.935197550108e-04       5.581882172395e-02 
       3.033066380005e-02      -1.164565160271e+00      -3.522840733529e+01      -4.897591928191e+01      -1.021286006746e+00      -4.553094998141e+01      -9.279283994419e-04       5.555688636678e-02       5.886302321997e-02       5.804174952921e-04       5.611906759659e-02 
       3.047467422493e-02      -1.153062099411e+00      -3.533303224834e+01      -4.924783334569e+01      -1.022420835201e+00      -4.576971107277e+01      -9.499684209059e-04       5.583785555786e-02       5.918048725477e-02       6.571983259864e-04       5.641971807118e-02 
       3.061903764232e-02      -1.141477852252e+00      -3.543708741958e+01      -4.951996676360e+01      -1.024152291825e+00      -4.600857228438e+01      -9.513525036123e-04       5.611886795947e-02       5.949807896375e-02       7.224889531312e-04       5.672076464118e-02 
       3.076376281406e-02      -1.129969885587e+00      -3.554068332093e+01      -4.979234505894e+01      -1.026377217733e+00      -4.624757263401e+01      -9.316624137209e-04       5.640000610629e-02       5.981584337652e-02       7.751079275321e-04       5.702224722774e-02 
       3.090885875989e-02      -1.118695676484e+00      -3.564378635242e+01      -5.006497469357e+01      -1.028984126248e+00      -4.648671374682e+01      -8.907846627588e-04       5.668125061356e-02       6.013378208450e-02       8.140588078100e-04       5.732415128731e-02 
       3.105433476679e-02      -1.107812128996e+00      -3.574646725539e+01      -5.033787960359e+01      -1.031856231649e+00      -4.672602719803e+01      -8.288270874077e-04       5.696265777592e-02       6.045193322498e-02       8.385324946757e-04       5.762650119187e-02 
       3.120020039870e-02      -1.097471970965e+00      -3.584871137412e+01      -5.061106192275e+01      -1.034869128655e+00      -4.696551367289e+01      -7.463246798470e-04       5.724422305853e-02       6.077029512456e-02       8.480178586541e-04       5.792927491689e-02 
       3.134646550675e-02      -1.087823285296e+00      -3.595056131966e+01      -5.088454327894e+01      -1.037897977750e+00      -4.720519838006e+01      -6.440068499917e-04       5.752598170182e-02       6.108889868323e-02       8.421857759241e-04       5.823248130229e-02 
       3.149314023990e-02      -1.079006401291e+00      -3.605208885588e+01      -5.115834735293e+01      -1.040816520441e+00      -4.744511244485e+01      -5.229534376810e-04       5.780799476868e-02       6.140778130509e-02       8.210062001031e-04       5.853613509135e-02 
       3.164023505612e-02      -1.071150932303e+00      -3.615325471641e+01      -5.143247751944e+01      -1.043499334271e+00      -4.768525346787e+01      -3.845213349816e-04       5.809023895396e-02       6.172693955418e-02       7.846788902728e-04       5.884020260764e-02 
       3.178776073406e-02      -1.064377554214e+00      -3.625414920032e+01      -5.170696368963e+01      -1.045824669263e+00      -4.792566019242e+01      -2.303270296403e-04       5.837278496635e-02       6.204642085742e-02       7.336642364221e-04       5.914470374240e-02 
       3.193572838530e-02      -1.058789199829e+00      -3.635476093510e+01      -5.198181548205e+01      -1.047676349818e+00      -4.816633919041e+01      -6.229793819730e-05       5.865563502545e-02       6.236623313084e-02       6.687146003093e-04       5.944961361465e-02 
       3.208414946714e-02      -1.054475641638e+00      -3.645513695522e+01      -5.225705229217e+01      -1.048945758645e+00      -4.840731370041e+01       1.174240564352e-04       5.893882865244e-02       6.268640468786e-02       5.908165563379e-04       5.975492829967e-02 
       3.223303579609e-02      -1.051510097055e+00      -3.655534697788e+01      -5.253270578717e+01      -1.049533797233e+00      -4.864862027348e+01       3.064627211260e-04       5.922242213065e-02       6.300698199489e-02       5.012003317744e-04       6.006065964583e-02 
       3.238239956191e-02      -1.049946450635e+00      -3.665538982554e+01      -5.280878591454e+01      -1.049352131411e+00      -4.889026677590e+01       5.022643671557e-04       5.950642689513e-02       6.332797439529e-02       4.013256129506e-04       6.036678221467e-02 
       3.253225334243e-02      -1.049820703444e+00      -3.675526248299e+01      -5.308530328626e+01      -1.048324295774e+00      -4.913226117858e+01       7.021053352835e-04       5.979084844196e-02       6.364939198370e-02       2.928431966899e-04       6.067326945113e-02 
       3.268261011904e-02      -1.051145686391e+00      -3.685509392628e+01      -5.336230533260e+01      -1.046391441493e+00      -4.937466132222e+01       9.030996214026e-04       6.007578645653e-02       6.397130929618e-02       1.776112281554e-04       6.098016079200e-02 
       3.283348329301e-02      -1.053914957535e+00      -3.695489737265e+01      -5.363980734118e+01      -1.043507420041e+00      -4.961748108929e+01       1.102292120054e-03       6.036126061715e-02       6.429374330935e-02       5.760419482445e-05       6.128743722766e-02 
       3.298488670260e-02      -1.058095769773e+00      -3.705464927926e+01      -5.391782085748e+01      -1.039644982671e+00      -4.986072554185e+01       1.296668184389e-03       6.064726885804e-02       6.461670328299e-02      -6.508604608080e-05       6.159507073109e-02 
       3.313683464103e-02      -1.063642143478e+00      -3.715444005008e+01      -5.419637742083e+01      -1.034790111826e+00      -5.010443320639e+01       1.483190456858e-03       6.093388155875e-02       6.494023657329e-02      -1.882719462878e-04       6.190307599977e-02 
       3.328934187547e-02      -1.070476418664e+00      -3.725432843069e+01      -5.447551043026e+01      -1.028952513807e+00      -5.034863911946e+01       1.658862342621e-03       6.122115470707e-02       6.526439011729e-02      -3.097040731192e-04       6.221146712843e-02 
       3.344242366689e-02      -1.078508196631e+00      -3.735431986979e+01      -5.475523784412e+01      -1.022154167267e+00      -5.059335756161e+01       1.820722648220e-03       6.150910219348e-02       6.558918374911e-02      -4.268171097884e-04       6.252023560407e-02 
       3.359609579103e-02      -1.087621644750e+00      -3.745450381897e+01      -5.503559168587e+01      -1.014442144812e+00      -5.083862684359e+01       1.965942454644e-03       6.179780059528e-02       6.591466547030e-02      -5.371589464092e-04       6.282940636382e-02 
       3.375037456053e-02      -1.097677109389e+00      -3.755481607323e+01      -5.531659154818e+01      -1.005882679017e+00      -5.108445180463e+01       2.091914959097e-03       6.208722003035e-02       6.624084894336e-02      -6.385710366411e-04       6.313896101899e-02 
       3.390527684814e-02      -1.108528119802e+00      -3.765542907180e+01      -5.559827857218e+01      -9.965533674891e-01      -5.133089054700e+01       2.196065592217e-03       6.237749462159e-02       6.656780357039e-02      -7.289630309616e-04       6.344895057623e-02 
       3.406082011128e-02      -1.119999637516e+00      -3.775636674961e+01      -5.588068618190e+01      -9.865538193930e-01      -5.157797229805e+01       2.276242561605e-03       6.266865483020e-02       6.689557064881e-02      -8.064371712954e-04       6.375939429297e-02 
       3.421702241794e-02      -1.131907137346e+00      -3.785760958017e+01      -5.616383620717e+01      -9.759938801251e-01      -5.182571019618e+01       2.330481091305e-03       6.296070335094e-02       6.722417243724e-02      -8.692817008959e-04       6.407029311498e-02 
       3.437390247395e-02      -1.144054918855e+00      -3.795929749528e+01      -5.644776640851e+01      -9.649965630147e-01      -5.207415438095e+01       2.357093472815e-03       6.325375436168e-02       6.755366810523e-02      -9.160398532992e-04       6.438169685133e-02 
       3.453147965192e-02      -1.156231807872e+00      -3.806151586389e+01      -5.673252127832e+01      -9.536980503273e-01      -5.232335221201e+01       2.354880560411e-03       6.354788738712e-02       6.788412131827e-02      -9.456014570317e-04       6.469365940429e-02 
       3.468977402169e-02      -1.168219915414e+00      -3.816408445937e+01      -5.701811576673e+01      -9.422375958760e-01      -5.257328681328e+01       2.322894870162e-03       6.384298732735e-02       6.821552494486e-02      -9.570934510269e-04       6.500615010810e-02 
       3.484880638259e-02      -1.179798940239e+00      -3.826731325117e+01      -5.730460423451e+01      -9.307645748603e-01      -5.282404739138e+01       2.260674947616e-03       6.413929283149e-02       6.854797931798e-02      -9.500458821801e-04       6.531928299194e-02 
       3.500859829758e-02      -1.190744332388e+00      -3.837116781495e+01      -5.759201928218e+01      -9.194281156777e-01      -5.307565346944e+01       2.168172818139e-03       6.443679856686e-02       6.888151825296e-02      -9.243133567169e-04       6.563308594146e-02 
       3.516917212940e-02      -1.200834245275e+00      -3.847563502586e+01      -5.788039250258e+01      -9.083769895900e-01      -5.332812698536e+01       2.045837907333e-03       6.473551668065e-02       6.921617461871e-02      -8.801655667682e-04       6.594759340516e-02 
       3.533055107886e-02      -1.209845667254e+00      -3.858097797811e+01      -5.816978922806e+01      -8.977604437148e-01      -5.358155906218e+01       1.894371976154e-03       6.503565275789e-02       6.955205810937e-02      -8.181457623243e-04       6.626293250901e-02 
       3.549275922540e-02      -1.217569425332e+00      -3.868707261656e+01      -5.846025093116e+01      -8.877163583235e-01      -5.383596316893e+01       1.715252862131e-03       6.533714003253e-02       6.988920153937e-02      -7.393364547718e-04       6.657913639763e-02 
       3.565582157023e-02      -1.223804044121e+00      -3.879401977917e+01      -5.875179436838e+01      -8.783760513840e-01      -5.409136632788e+01       1.510185894222e-03       6.564007253060e-02       7.022763168211e-02      -6.451049570205e-04       6.689625791787e-02 
       3.581976408199e-02      -1.228363124913e+00      -3.890191552894e+01      -5.904448338398e+01      -8.698576088328e-01      -5.434783360080e+01       1.281414972898e-03       6.594453908534e-02       7.056743533721e-02      -5.372226344263e-04       6.721440377901e-02 
       3.598461374536e-02      -1.231074585469e+00      -3.901087997415e+01      -5.933838454843e+01      -8.622658062930e-01      -5.460543598725e+01       1.031569478048e-03       6.625065058821e-02       7.090870648697e-02      -4.177679657053e-04       6.753369370574e-02 
       3.615039861271e-02      -1.231787695694e+00      -3.912094092426e+01      -5.963353007777e+01      -8.556867212671e-01      -5.486420255969e+01       7.636788115806e-04       6.655845504387e-02       7.125148193507e-02      -2.891466533349e-04       6.785419547785e-02 
       3.631714785907e-02      -1.230376754233e+00      -3.923213670824e+01      -5.992996647034e+01      -8.501844632481e-01      -5.512417586343e+01       4.812024994106e-04       6.686800409674e-02       7.159581871482e-02      -1.540550307652e-04       6.817599901917e-02 
       3.648489184058e-02      -1.226735220917e+00      -3.934457338986e+01      -6.022776604099e+01      -8.458056484375e-01      -5.538542993473e+01       1.878594402453e-04       6.717939132020e-02       7.194181544889e-02      -1.538173713836e-05       6.849923715281e-02 
       3.665366215692e-02      -1.220792630683e+00      -3.945848332867e+01      -6.052699371479e+01      -8.425685817731e-01      -5.564805199991e+01      -1.123040292380e-04       6.749282148853e-02       7.228957449696e-02       1.237840147130e-04       6.882406653366e-02 
       3.682349171774e-02      -1.212503351804e+00      -3.957370150115e+01      -6.082768652386e+01      -8.404671554297e-01      -5.591204681626e+01      -4.150149743243e-04       6.780820796655e-02       7.263911542526e-02       2.602637095891e-04       6.915053683567e-02 
       3.699441481368e-02      -1.201851060280e+00      -3.969042669012e+01      -6.112991311877e+01      -8.394725677156e-01      -5.617749999078e+01      -7.158582902629e-04       6.812571513680e-02       7.299054125387e-02       3.908266002045e-04       6.947880533248e-02 
       3.716646719210e-02      -1.188858146913e+00      -3.980877271746e+01      -6.143374709614e+01      -8.395263243500e-01      -5.644448873522e+01      -1.010302558192e-03       6.844546131578e-02       7.334395172149e-02       5.122804746524e-04       6.980902299030e-02 
       3.733968613823e-02      -1.173578723682e+00      -3.992879674263e+01      -6.173924764440e+01      -8.405447179863e-01      -5.671307016292e+01      -1.293814941733e-03       6.876752037844e-02       7.369941952152e-02       6.215479586727e-04       7.014131398944e-02 
       3.751411056177e-02      -1.156095096749e+00      -4.005069212879e+01      -6.204651147653e+01      -8.424226392658e-01      -5.698335288487e+01      -1.561827287280e-03       6.909206344087e-02       7.405708250028e-02       7.156925025412e-04       7.047587294475e-02 
       3.768978108986e-02      -1.136530052708e+00      -4.017445476133e+01      -6.235558238794e+01      -8.450267088218e-01      -5.725537275589e+01      -1.810037128479e-03       6.941912735354e-02       7.441698582406e-02       7.921048761152e-04       7.081279824624e-02 
       3.786674016658e-02      -1.115033678258e+00      -4.030021327448e+01      -6.266655151273e+01      -8.482060258377e-01      -5.752922469661e+01      -2.034193944011e-03       6.974884444306e-02       7.477925060248e-02       8.484510026180e-04       7.115226735743e-02 
       3.804503215979e-02      -1.091792911825e+00      -4.042807963759e+01      -6.297949022820e+01      -8.517884542619e-01      -5.780498528226e+01      -2.230455992459e-03       7.008133173309e-02       7.514397075659e-02       8.828553243115e-04       7.149443129620e-02 
       3.822470347586e-02      -1.067020454263e+00      -4.055827062695e+01      -6.329452025407e+01      -8.555894761212e-01      -5.808278845585e+01      -2.395305648207e-03       7.041678621591e-02       7.551131595503e-02       8.939173451339e-04       7.183951467568e-02 
       3.840580268302e-02      -1.040958269814e+00      -4.069087649486e+01      -6.361170803452e+01      -8.594115088158e-01      -5.836270411729e+01      -2.525714544024e-03       7.075531857551e-02       7.588137152735e-02       8.808017689870e-04       7.218765847559e-02 
       3.858838064404e-02      -1.013866579431e+00      -4.082577054466e+01      -6.393111274510e+01      -8.630503846855e-01      -5.864476383665e+01      -2.619137713234e-03       7.109688471241e-02       7.625418384367e-02       8.432222021376e-04       7.253894662975e-02 
       3.877249065931e-02      -9.860321601672e-01      -4.096347879844e+01      -6.425287908077e+01      -8.663017034091e-01      -5.892916790920e+01      -2.673586188101e-03       7.144190325488e-02       7.662998792983e-02       7.815615385220e-04       7.289368324327e-02 
       3.895818862096e-02      -9.577568926679e-01      -4.110393655123e+01      -6.457710098673e+01      -8.689637988509e-01      -5.921598650184e+01      -2.687866012388e-03       7.179038758237e-02       7.700888227613e-02       6.969111193558e-04       7.325199423315e-02 
       3.914553317941e-02      -9.293528726594e-01      -4.124740860999e+01      -6.490389721423e+01      -8.708441934168e-01      -5.950535993643e+01      -2.661408463561e-03       7.214258613442e-02       7.739103664080e-02       5.910186667051e-04       7.361409459675e-02 
       3.933458592328e-02      -9.011367802772e-01      -4.139391750023e+01      -6.523336079177e+01      -8.717655087627e-01      -5.979737127180e+01      -2.594445346146e-03       7.249855477683e-02       7.777655574222e-02       4.663015576948e-04       7.398011020063e-02 
       3.952541157417e-02      -8.734295786180e-01      -4.154367664685e+01      -6.556561111186e+01      -8.715685805083e-01      -6.009215417974e+01      -2.487852342883e-03       7.285851478741e-02       7.816560287656e-02       3.258025953087e-04       7.435023440723e-02 
       3.971807819759e-02      -8.465418098707e-01      -4.169686149788e+01      -6.590077887224e+01      -8.701264006252e-01      -6.038984610837e+01      -2.343576104127e-03       7.322265193487e-02       7.855834928383e-02       1.732687080146e-04       7.472464861969e-02 
       3.991265743181e-02      -8.207840606412e-01      -4.185368115434e+01      -6.623901576835e+01      -8.673365561928e-01      -6.069060709044e+01      -2.164082309324e-03       7.359118827197e-02       7.895499576473e-02       1.289470638556e-05       7.510355897211e-02 
       4.010922473646e-02      -7.964379458560e-01      -4.201431422599e+01      -6.658044660816e+01      -8.631384661002e-01      -6.099457050399e+01      -1.952812092816e-03       7.396431594508e-02       7.935570556598e-02      -1.506063270876e-04       7.548712273386e-02 
       4.030785966288e-02      -7.737694251918e-01      -4.217897002317e+01      -6.692521501193e+01      -8.575085816385e-01      -6.130188995314e+01      -1.713839247457e-03       7.434225184444e-02       7.976066582591e-02      -3.122011902929e-04       7.587551103384e-02 
       4.050864614847e-02      -7.530128750631e-01      -4.234783840981e+01      -6.727348233723e+01      -8.504693169289e-01      -6.161273068503e+01      -1.451984982921e-03       7.472521710596e-02       8.017008516908e-02      -4.666285229141e-04       7.626889984125e-02 
       4.071167283779e-02      -7.343738663464e-01      -4.252122175107e+01      -6.762543211112e+01      -8.420881346019e-01      -6.192729308979e+01      -1.172646614543e-03       7.511351069803e-02       8.058421427873e-02      -6.085739288127e-04       7.666749877307e-02 
