# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=3
# for k=1.29086e-05 to 1.05742 h/Mpc,
# number of wavenumbers equal to 111
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_fld                  6:d_ur                   7:d_tot                  8:phi                    9:psi                   10:t_g                   11:t_b                   12:t_cdm                 13:t_fld                 14:t_ur                  15:t_tot              
       1.290864156954e-05      -1.714162717145e+00      -1.285589310240e+00      -1.285589284003e+00      -1.046114368865e+00      -1.714164615846e+00      -1.120902819684e+00       5.717753802077e-01       5.716833625746e-01       1.529598980174e-07       1.470735007352e-07       1.470731776308e-07       1.470430945027e-07       1.531737477575e-07       1.470548478970e-07 
       1.625101690364e-05      -1.715108304245e+00      -1.286279877922e+00      -1.286279836377e+00      -1.045991909980e+00      -1.715111295566e+00      -1.121034156464e+00       5.717236622632e-01       5.716316908799e-01       2.422303077460e-07       2.330842145575e-07       2.330837053958e-07       2.329868621580e-07       2.425658475895e-07       2.330232589579e-07 
       2.045881814749e-05      -1.716565271174e+00      -1.287343878440e+00      -1.287343812670e+00      -1.045826214260e+00      -1.716569965700e+00      -1.121252325061e+00       5.716518417514e-01       5.715599436186e-01       3.834313992230e-07       3.693890067879e-07       3.693882046388e-07       3.691162887078e-07       3.839545350838e-07       3.692167746143e-07 
       2.575612606115e-05      -1.718888277050e+00      -1.289042546367e+00      -1.289042442297e+00      -1.045549129709e+00      -1.718895603859e+00      -1.121591994677e+00       5.715338706524e-01       5.714420874436e-01       6.064985667464e-07       5.853782213892e-07       5.853769643269e-07       5.846429216085e-07       6.073062947149e-07       5.849117202763e-07 
       3.242504160775e-05      -1.722547108127e+00      -1.291722563993e+00      -1.291722399409e+00      -1.045130398332e+00      -1.722558434916e+00      -1.122140573763e+00       5.713508799245e-01       5.712592800334e-01       9.582165806387e-07       9.276020295502e-07       9.276000740392e-07       9.256988915140e-07       9.594429789110e-07       9.263915475806e-07 
       4.082070885848e-05      -1.728377498580e+00      -1.296006166826e+00      -1.296005907185e+00      -1.044423390706e+00      -1.728394731643e+00      -1.122991441009e+00       5.710486317622e-01       5.709573222120e-01       1.511061284618e-06       1.469731938258e-06       1.469728930388e-06       1.464801328517e-06       1.512870379487e-06       1.466591014002e-06 
       5.139022770939e-05      -1.737562539487e+00      -1.302784691251e+00      -1.302784282962e+00      -1.043311443164e+00      -1.737588049439e+00      -1.124342589356e+00       5.705725962013e-01       5.704817457319e-01       2.375828085372e-06       2.328322561957e-06       2.328318022176e-06       2.315751353935e-06       2.378359223564e-06       2.320307016737e-06 
       6.469646358124e-05      -1.752010308228e+00      -1.313523428951e+00      -1.313522792439e+00      -1.041542134243e+00      -1.752046205668e+00      -1.126477794187e+00       5.698183481117e-01       5.697282217815e-01       3.717874613817e-06       3.687521472085e-06       3.687514853551e-06       3.655625541763e-06       3.721049680059e-06       3.667172794284e-06 
       8.144802205564e-05      -1.774620328560e+00      -1.330520804153e+00      -1.330519809234e+00      -1.038746942909e+00      -1.774666133564e+00      -1.129861030422e+00       5.686271804445e-01       5.685381938861e-01       5.773963960998e-06       5.837750509176e-06       5.837741432616e-06       5.757362867405e-06       5.776945296630e-06       5.786447680104e-06 
       1.025369847062e-04      -1.809693214544e+00      -1.357368926809e+00      -1.357367396813e+00      -1.034366042531e+00      -1.809738248518e+00      -1.135228499887e+00       5.667616246696e-01       5.666744235977e-01       8.857970492860e-06       9.235876267949e-06       9.235865487687e-06       9.034456077183e-06       8.857685450217e-06       9.107303617416e-06 
       1.290864156954e-04      -1.863537749616e+00      -1.399798497605e+00      -1.399796189161e+00      -1.027425600743e+00      -1.863541651947e+00      -1.143699142375e+00       5.638254724800e-01       5.637410526949e-01       1.331833675423e-05       1.459705315373e-05       1.459704496076e-05       1.409421662966e-05       1.330588827866e-05       1.427603479234e-05 
       1.625101690364e-04      -1.944570686990e+00      -1.466704649646e+00      -1.466701281428e+00      -1.016489019455e+00      -1.944414280395e+00      -1.157061226321e+00       5.592354310105e-01       5.591552989459e-01       1.935998281214e-05       2.303324523226e-05       2.303325435267e-05       2.178546969770e-05       1.931238977566e-05       2.223658381521e-05 
       2.045881814749e-04      -2.062642774808e+00      -1.571892163978e+00      -1.571887551506e+00      -9.993285945600e-01      -2.062012906272e+00      -1.178091047289e+00       5.521208984113e-01       5.520472675315e-01       2.653101449321e-05       3.625441021271e-05       3.625447911797e-05       3.318456807686e-05       2.639418790710e-05       3.429433825597e-05 
       2.575612606115e-04      -2.225567843839e+00      -1.736529822823e+00      -1.736524317275e+00      -9.725640214853e-01      -2.223709612388e+00      -1.211069897927e+00       5.412325502797e-01       5.411685166438e-01       3.251711463110e-05       5.684559937611e-05       5.684584082762e-05       4.938906652457e-05       3.217755947793e-05       5.208457870360e-05 
       3.242504160775e-04      -2.429604190015e+00      -1.992463668178e+00      -1.992459316361e+00      -9.313100126019e-01      -2.424861584674e+00      -1.262574876351e+00       5.249057351428e-01       5.248552646905e-01       3.086527550016e-05       8.861467194821e-05       8.861537016635e-05       7.086004129061e-05       3.012859421189e-05       7.727834927120e-05 
       4.082070885848e-04      -2.640304059542e+00      -2.386335952568e+00      -2.386339447721e+00      -8.690326425768e-01      -2.629515942561e+00      -1.342664085366e+00       5.011990472653e-01       5.011663988670e-01       8.271782505854e-06       1.369623681808e-04       1.369642052119e-04       9.596294609314e-05       6.953979565195e-06       1.107850101198e-04 
       5.139022770939e-04      -2.768130432144e+00      -2.984007651701e+00      -2.984037339993e+00      -7.785740581337e-01      -2.746686206015e+00      -1.466960378621e+00       4.684589249725e-01       4.684469120161e-01      -5.354920236319e-05       2.091687773693e-04       2.091733025672e-04       1.188151900384e-04      -5.508159058805e-05       1.514829007458e-04 
       6.469646358124e-04      -2.675587941721e+00      -3.874643188723e+00      -3.874743940328e+00      -6.563918673170e-01      -2.640809578818e+00      -1.660844951468e+00       4.266118723967e-01       4.266186465799e-01      -1.574416353451e-04       3.145565996055e-04       3.145670864911e-04       1.287511627364e-04      -1.567924338640e-04       1.959401374023e-04 
       8.144802205564e-04      -2.301814648718e+00      -5.176145483525e+00      -5.176415910067e+00      -5.124535469508e-01      -2.263001385202e+00      -1.967974244013e+00       3.789669009236e-01       3.789830758655e-01      -2.454811773998e-04       4.650515968069e-04       4.650743019797e-04       1.178370225397e-04      -2.370846535151e-04       2.434187136954e-04 
       1.025369847062e-03      -1.879046799709e+00      -7.051677952160e+00      -7.052312995421e+00      -3.805100704927e-01      -1.863970837679e+00      -2.462526172094e+00       3.326470228579e-01       3.326592458071e-01      -2.203649149787e-04       6.779989122106e-04       6.780442976799e-04       9.808570397301e-05      -2.027454362390e-04       3.078739478082e-04 
