# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=3
# for k=1.29086e-05 to 1.05742 h/Mpc,
# number of wavenumbers equal to 111
# d_kessence   stands for (\pi)(k,z) with above normalization, kessence field perturbation
# t_kessence stands for (\pi’)(k,z) with above normalization, kessence field derivative perturbation
#
#    1:k (h/Mpc)              2:d_kessence                    3:t_kessence
6.429077611940298143e-02 -4.961312699999999722e+02 1.010431599999999860e-02
6.091465671641790869e-02 -5.203426699999999983e+02 1.041728699999999903e-02
5.729940298507461838e-02 -5.486146100000000843e+02 1.079125099999999997e-02
5.325910447761194461e-02 -5.848363399999999501e+02 1.128904699999999997e-02
4.837979104477611175e-02 -6.384574800000000323e+02 1.206408950000000153e-02
4.167885074626865444e-02 -7.377393980000000511e+02 1.357320549999999938e-02
3.360795522388058953e-02 -9.103998659999999745e+02 1.629321640000000113e-02
2.671217910447760968e-02 -1.111648372000000109e+03 1.951166220000000173e-02
2.121837313432835617e-02 -1.308211144999999988e+03 2.267568359999999963e-02
1.685434328358208916e-02 -1.486621951999999965e+03 2.556286900000000195e-02
1.338788507462686413e-02 -1.642465934000000061e+03 2.809911669999999931e-02
1.063437611940298497e-02 -1.775645831000000044e+03 3.027926499999999965e-02
8.447185074626864867e-03 -1.887685937899999999e+03 3.212503191999999813e-02
6.709837313432835855e-03 -1.980561377600000014e+03 3.366091774999999814e-02
5.329813432835821090e-03 -2.056369793599999866e+03 3.492374572999999705e-02
4.233620895522387587e-03 -2.117197469199999887e+03 3.593677102000000095e-02
3.362885074626865371e-03 -2.165177309400000013e+03 3.673939730000000403e-02
2.671234328358208874e-03 -2.202361449800000173e+03 3.736284822000000144e-02
2.121837313432835791e-03 -2.230685986889999640e+03 3.783841348400000110e-02
1.685434328358208873e-03 -2.251923401679999643e+03 3.819566143099999839e-02
1.338788507462686499e-03 -2.267616662230000202e+03 3.845662273699999856e-02
1.063437611940298540e-03 -2.279054028400000334e+03 3.864642284400000155e-02
8.447185074626866168e-04 -2.287270618850000119e+03 3.877016731800000254e-02
6.709837313432835638e-04 -2.293056800284000019e+03 3.882966420009999892e-02
5.329813432835820873e-04 -2.297030449134999799e+03 3.884466885519999996e-02
4.233620895522387695e-04 -2.299694125132999943e+03 3.883830727570000002e-02
3.362885074626865804e-04 -2.301446184636999988e+03 3.882555511199999726e-02
2.671234328358208657e-04 -2.302581853991000116e+03 3.881329055660000249e-02
2.121837313432835791e-04 -2.303312276676700094e+03 3.880367978468000217e-02
1.685434328358208710e-04 -2.303777543516700007e+03 3.879674404283000450e-02
1.338788507462686337e-04 -2.304073711939499844e+03 3.879206779377000064e-02
1.063437611940298540e-04 -2.304260818230499808e+03 3.878895753857000001e-02
8.447185074626865084e-05 -2.304379885305000244e+03 3.878694106684999615e-02
6.709837313432835367e-05 -2.304454927629849863e+03 3.878564698300800140e-02
5.329813432835820060e-05 -2.304502954336570383e+03 3.878496440605599949e-02
4.233620895522388102e-05 -2.304531971187910131e+03 3.878432278010299911e-02
3.362885074626865669e-05 -2.304550981820630113e+03 3.878399175413999728e-02
2.671234328358208657e-05 -2.304563988529559992e+03 3.878397110678200033e-02
2.121837313432835926e-05 -2.304570992762610786e+03 3.878371069834039842e-02
1.685434328358208710e-05 -2.304574995433496952e+03 3.878349044062949502e-02
1.338788507462686540e-05 -2.304577997118728035e+03 3.878349027801809845e-02
