# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      0   1.342960e+00   9.900990e-03   5.696668e+00   0.000000e+00   3.120460e-01
      1   1.374379e+00   1.030088e-02   5.581877e+00   4.821520e-10   3.120460e-01
      2   1.406443e+00   1.071692e-02   5.469515e+00   9.042638e-10   3.120460e-01
      3   1.439167e+00   1.114977e-02   5.359522e+00   1.298244e-09   3.120460e-01
      4   1.472561e+00   1.160010e-02   5.251844e+00   1.667531e-09   3.120460e-01
      5   1.506641e+00   1.206863e-02   5.146425e+00   2.014955e-09   3.120460e-01
      6   1.541419e+00   1.255609e-02   5.043214e+00   2.343072e-09   3.120460e-01
      7   1.576908e+00   1.306324e-02   4.942159e+00   2.654211e-09   3.120460e-01
      8   1.613123e+00   1.359088e-02   4.843210e+00   2.950497e-09   3.120460e-01
      9   1.650078e+00   1.413984e-02   4.746319e+00   3.233871e-09   3.120460e-01
     10   1.687787e+00   1.471097e-02   4.651439e+00   3.506111e-09   3.120460e-01
     11   1.726266e+00   1.530518e-02   4.558524e+00   3.768846e-09   3.120460e-01
     12   1.765529e+00   1.592340e-02   4.467530e+00   4.023573e-09   3.120460e-01
     13   1.805591e+00   1.656659e-02   4.378414e+00   4.271671e-09   3.120460e-01
     14   1.846469e+00   1.723576e-02   4.291133e+00   4.514411e-09   3.120460e-01
     15   1.888179e+00   1.793197e-02   4.205646e+00   4.752967e-09   3.120460e-01
     16   1.930736e+00   1.865631e-02   4.121915e+00   4.988428e-09   3.120460e-01
     17   1.974158e+00   1.940991e-02   4.039899e+00   5.221806e-09   3.120460e-01
     18   2.018461e+00   2.019396e-02   3.959561e+00   5.454044e-09   3.120460e-01
     19   2.063663e+00   2.100968e-02   3.880865e+00   5.686024e-09   3.120460e-01
     20   2.109782e+00   2.185835e-02   3.803775e+00   5.918572e-09   3.120460e-01
     21   2.156835e+00   2.274132e-02   3.728255e+00   6.152468e-09   3.120460e-01
     22   2.204842e+00   2.365995e-02   3.654272e+00   6.388448e-09   3.120460e-01
     23   2.253820e+00   2.461570e-02   3.581793e+00   6.627211e-09   3.120459e-01
     24   2.303790e+00   2.561006e-02   3.510784e+00   6.869423e-09   3.120459e-01
     25   2.354770e+00   2.664460e-02   3.441216e+00   7.115722e-09   3.120459e-01
